((xy/key/label "continuity")
1	1
2	0.93062
3	0.882445
4	0.84884
5	0.823884
6	0.80353
7	0.7848
8	0.763207
9	0.730724
10	0.690905
11	0.642431
12	0.590756
13	0.55558
14	0.560418
15	0.60542
16	0.658347
17	0.704192
18	0.742679
19	0.760608
20	0.738088
21	0.690272
22	0.62727
23	0.546529
24	0.506828
25	0.544224
26	0.592999
27	0.63389
28	0.662348
29	0.66077
30	0.635017
31	0.594449
32	0.549517
33	0.522157
34	0.518733
35	0.526743
36	0.540355
37	0.558398
38	0.565923
39	0.560113
40	0.543336
41	0.520446
42	0.49733
43	0.486452
44	0.484876
45	0.486414
46	0.4898
47	0.494258
48	0.493639
49	0.48319
50	0.469761
51	0.455746
52	0.443032
53	0.430881
54	0.427841
55	0.431098
56	0.434383
57	0.437675
58	0.438722
59	0.434651
60	0.425905
61	0.412451
62	0.398872
63	0.38734
64	0.379093
65	0.3772
66	0.376106
67	0.375463
68	0.378235
69	0.380369
70	0.380901
71	0.378429
72	0.372986
73	0.365614
74	0.355188
75	0.344378
76	0.336928
77	0.334366
78	0.334711
79	0.334272
80	0.332548
81	0.330268
82	0.328441
83	0.325801
84	0.322407
85	0.319673
86	0.316741
87	0.31356
88	0.30971
89	0.305319
90	0.301449
91	0.301478
92	0.303785
93	0.305165
94	0.303304
95	0.29917
96	0.293904
97	0.288697
98	0.284953
99	0.281582
100	0.278465
101	0.276567
102	0.274405
103	0.269642
104	0.263865
105	0.26034
106	0.261008
107	0.266185
108	0.273366
109	0.278269
110	0.279554
111	0.277185
112	0.273189
113	0.268923
114	0.262246
115	0.255584
116	0.249821
117	0.24331
118	0.239197
119	0.238592
120	0.240682
121	0.242973
122	0.2458
123	0.24852
124	0.251859
125	0.25571
126	0.259427
127	0.261127
128	0.261033
129	0.259816
130	0.259236
131	0.259322
132	0.258379
133	0.25619
134	0.252833
135	0.250136
136	0.249948
137	0.247503
138	0.244497
139	0.238803
140	0.23511
141	0.234891
142	0.234545
143	0.231554
144	0.228921
145	0.226486
146	0.223382
147	0.22097
148	0.22182
149	0.223898
150	0.228953
151	0.236635
152	0.246095
153	0.256219
154	0.265615
155	0.272506
156	0.275461
157	0.276624
158	0.276016
159	0.272298
160	0.26602
161	0.257914
162	0.250004
163	0.244874
164	0.2415
165	0.241437
166	0.245369
167	0.245695
168	0.244668
169	0.242086
170	0.235459
171	0.228528
172	0.225403
173	0.223386
174	0.225617
175	0.231258
176	0.236858
177	0.243072
178	0.249527
179	0.257442
180	0.263122
181	0.266543
182	0.268298
183	0.268726
