((xy/key/label "continuity")
184	0.268225
185	0.265905
186	0.26062
187	0.254
188	0.248286
189	0.24428
190	0.242597
191	0.243845
192	0.245486
193	0.245162
194	0.243377
195	0.238259
196	0.233541
197	0.23052
198	0.227978
199	0.228596
200	0.230074
)

((xy/key/label "x-velocity")
1	1
2	0.820596
3	0.685192
4	0.586794
5	0.515738
6	0.463344
7	0.423415
8	0.391661
9	0.364275
10	0.341838
11	0.33168
12	0.342646
13	0.354111
14	0.326743
15	0.301698
16	0.282196
17	0.271132
18	0.26387
19	0.257069
20	0.247261
21	0.237054
22	0.232016
23	0.234561
24	0.242543
25	0.232377
26	0.213746
27	0.201875
28	0.193605
29	0.18782
30	0.182452
31	0.181214
32	0.181737
33	0.177343
34	0.173308
35	0.166309
36	0.161414
37	0.15782
38	0.15537
39	0.153748
40	0.155144
41	0.158067
42	0.15976
43	0.159463
44	0.157181
45	0.153289
46	0.147917
47	0.143724
48	0.139845
49	0.138094
50	0.138991
51	0.142435
52	0.145936
53	0.148689
54	0.151476
55	0.150894
56	0.1477
57	0.144105
58	0.140039
59	0.137148
60	0.135331
61	0.133058
62	0.13316
63	0.135495
64	0.13937
65	0.141933
66	0.142232
67	0.14234
68	0.142399
69	0.139421
70	0.136629
71	0.134371
72	0.132435
73	0.131258
74	0.130174
75	0.128812
76	0.13002
77	0.132927
78	0.133734
79	0.134273
80	0.133713
81	0.132975
82	0.132645
83	0.130398
84	0.127629
85	0.126062
86	0.12459
87	0.123233
88	0.121762
89	0.120698
90	0.120212
91	0.12046
92	0.120263
93	0.119702
94	0.11999
95	0.121074
96	0.122236
97	0.122957
98	0.122508
99	0.121505
100	0.120374
101	0.119366
102	0.118132
103	0.116298
104	0.114535
105	0.113934
106	0.114841
107	0.115984
108	0.114913
109	0.113005
110	0.112111
111	0.111812
112	0.111895
113	0.112132
114	0.112778
115	0.112925
116	0.113272
117	0.113556
118	0.114724
119	0.115515
120	0.115202
121	0.113594
122	0.112392
123	0.111253
124	0.108865
125	0.108268
126	0.107708
127	0.107273
128	0.107968
129	0.109226
130	0.109778
131	0.10962
132	0.109702
133	0.109748
134	0.109783
135	0.110025
136	0.111411
137	0.112819
138	0.112022
139	0.111875
140	0.113074
141	0.11403
142	0.111952
143	0.109774
144	0.108915
145	0.109421
146	0.11043
147	0.111051
148	0.110453
149	0.109633
150	0.109017
151	0.108227
152	0.107559
153	0.106342
154	0.105337
155	0.105233
156	0.105288
157	0.105043
158	0.104901
159	0.104698
160	0.104728
161	0.105203
162	0.105813
163	0.105996
164	0.107232
165	0.108823
166	0.107638
167	0.107523
168	0.107204
169	0.105599
170	0.106583
171	0.110029
172	0.111945
173	0.110884
174	0.110216
175	0.10745
176	0.105807
177	0.1048
178	0.104124
179	0.103185
180	0.102158
181	0.102493
182	0.103587
183	0.103692
184	0.103163
185	0.102408
186	0.102132
187	0.102567
188	0.103876
189	0.105272
190	0.107607
191	0.10791
192	0.105297
193	0.104521
194	0.105493
195	0.10794
196	0.10963
197	0.111691
198	0.108525
199	0.105808
200	0.104434
)

((xy/key/label "y-velocity")
1	1
2	1
3	1
4	1
5	1
6	1.04402
7	1.06721
8	1.07072
9	1.06682
10	1.07355
11	1.08796
12	1.08579
13	1.0122
14	0.882134
15	0.866253
16	0.938995
17	1.02655
18	1.1145
19	1.14869
20	1.14426
21	1.11214
22	1.04798
23	0.938922
24	0.844045
25	0.851358
26	0.915165
27	0.981991
28	1.03835
29	1.04394
30	1.02692
31	0.986753
32	0.926331
33	0.864192
34	0.841406
35	0.853243
36	0.877141
37	0.909426
38	0.908882
39	0.904856
40	0.89024
41	0.862989
42	0.822952
43	0.790856
44	0.778291
45	0.783164
46	0.788353
47	0.795388
48	0.797069
49	0.781092
50	0.763126
51	0.745181
52	0.722436
53	0.697136
54	0.684748
55	0.683288
56	0.686019
57	0.690722
58	0.692448
59	0.686751
60	0.677115
61	0.660153
62	0.643566
63	0.629095
64	0.610841
65	0.598597
66	0.590436
67	0.587622
68	0.587915
69	0.58948
70	0.588358
71	0.585806
72	0.582152
73	0.573466
74	0.559707
75	0.547338
76	0.536993
77	0.528514
78	0.520854
79	0.513335
80	0.505184
81	0.498792
82	0.493992
83	0.489178
84	0.484549
85	0.481224
86	0.477898
87	0.472857
88	0.466234
89	0.460618
90	0.456727
91	0.4546
92	0.453671
93	0.453902
94	0.446223
95	0.437021
96	0.426088
97	0.41532
98	0.406819
99	0.400067
100	0.395004
101	0.393334
102	0.39291
103	0.389634
104	0.38366
105	0.377719
106	0.373205
107	0.372851
108	0.376267
109	0.379613
110	0.380959
111	0.381753
112	0.379037
113	0.372662
114	0.362931
115	0.35197
116	0.340987
117	0.331404
118	0.324244
119	0.319863
120	0.318108
121	0.318991
122	0.316974
123	0.315517
124	0.31485
125	0.313933
126	0.314923
127	0.316311
128	0.31874
129	0.320346
130	0.320509
131	0.319947
132	0.319217
133	0.3179
134	0.315776
135	0.313313
136	0.311011
137	0.305738
138	0.299801
139	0.291976
140	0.284363
141	0.279514
142	0.278825
143	0.276374
144	0.274801
145	0.274454
146	0.273373
147	0.271386
148	0.27014
149	0.270553
150	0.273373
151	0.276538
152	0.279958
153	0.285543
154	0.288611
155	0.29148
156	0.291553
157	0.29106
158	0.287661
159	0.283667
160	0.279458
161	0.27506
162	0.270485
163	0.265464
164	0.259645
165	0.255338
166	0.256947
167	0.257068
168	0.258057
169	0.256355
170	0.252715
171	0.250177
172	0.248655
173	0.249433
174	0.252448
175	0.256045
176	0.260072
177	0.264151
178	0.267097
179	0.26825
180	0.266876
181	0.264484
182	0.262803
183	0.260835
184	0.258506
185	0.256601
186	0.254201
187	0.251506
188	0.248693
189	0.24602
190	0.242571
191	0.240026
192	0.239903
193	0.240115
194	0.239176
195	0.236196
196	0.232884
197	0.230892
198	0.231592
199	0.232837
200	0.235783
))
